-0.2932733 +3.3139912 -13.4689394 +5.0852466 +11.3260826
-0.2936079 +4.4872023 -16.5978890 +5.3928537 +11.9772856
+0.2657572 +3.6810509 -6.1262535 +4.1731160 +22.4268500
+0.2582584 +6.4483035 -12.8479453 +3.6735479 +15.9234924
+0.0285856 +5.9047020 -41.0567004 -2.7077548 +45.7926553
-0.2675020 +3.9228855 -34.0263662 -0.6755171 +45.4250224
-0.2046271 +2.6733549 -31.2584154 -1.3575087 +47.2064831
-0.3801499 +4.0080904 -29.5531198 -5.0667521 +59.3398970
+0.1981946 +8.8843945 -2.6873230 +5.2158875 +9.9043703
-0.0282340 -0.4846732 -38.5460778 -3.6048895 +50.1324613
+0.0426479 +9.5290800 -11.1518006 +2.4767669 +17.2681316
-0.5928385 +11.1151928 +18.6491724 +0.6113920 +48.9443741
-0.2508506 +16.3763255 +37.0751904 +4.8944199 +12.8923414
-0.7139012 +14.4521180 +31.3674925 -1.5172974 +36.6416200
-0.8199465 +5.9981052 -42.3871381 -4.3494959 +54.4849930
-0.6555688 +12.6878049 +37.4891640 +6.3225465 +8.3300738
-0.7284032 +12.6801603 +13.4781261 -1.6648534 +42.5570662
-0.5113770 +13.8512867 +49.0661911 +2.7541715 +3.6847822
-1.4334763 +19.5029314 +25.3995163 -0.0569199 +46.2254057
-0.9187861 +17.1504240 +22.1546491 -2.8796663 +33.3983872
-0.7071364 +13.6723149 +18.7215813 -3.5960558 +45.4241281
-0.6831971 -0.1833241 -24.1828375 -1.0518213 +41.6939998
-0.8320213 +16.3416877 +24.3891702 -1.0153819 +41.5685865
-0.9651083 +5.1501846 -40.7475590 +1.2786195 +47.8855583
-1.0207699 +13.9845251 +12.1498531 +0.6178842 +48.1133718
-1.1059846 +14.0946567 +10.1511909 -1.0552350 +48.5140254
-0.3046877 +7.6182315 -43.9044185 -4.0453842 +51.7727943
-1.0304826 +13.1336867 +28.6850942 -1.1487956 +34.2911780
-0.2347542 +15.9521884 +50.1170855 +3.1962351 +6.6307581
-0.6460629 +17.1018172 +50.0134108 +4.5929300 +5.6907352
-0.4091582 +3.0448262 -36.8666661 +1.3273114 +53.9520253
+0.2922320 +5.4004153 -22.8056220 +2.5723556 +17.1853373
-0.4278025 +8.2381516 -32.6042856 -1.1794647 +60.0772774
-0.5180449 +13.9735910 +18.1275479 -0.9382456 +46.1121764
-0.0058193 +5.4207042 -14.0201755 -0.3567067 +17.0098002
-0.9710175 +2.3275892 -38.4621054 -3.2215193 +52.7914963
+0.0365802 +8.2830957 -13.2953786 +1.8656637 +19.6527836
-0.9573180 +15.3915660 +24.5351296 +1.4627182 +45.9057052
-0.4082520 +5.4832130 -39.5172373 -3.5336673 +55.6997075
-0.2716349 +14.2828178 +54.3443329 +4.4385722 +6.4167308
-0.4079452 +3.8176999 -42.4328506 +3.1055068 +47.9582082
+0.0128447 +9.5253452 -3.7905651 +3.3261102 +10.2334388
-0.1904243 +8.4049708 -22.4279835 +3.0441175 +12.3524424
+0.1769920 +6.1228382 -13.8790148 +5.4749128 +8.4306068
+0.1360019 +5.7725245 -25.3970445 +3.2103900 +11.2729681
-0.9454058 +12.0225044 +11.9314067 +0.5444214 +45.0638197
-0.3850422 +3.3228319 -35.5884092 -0.4160354 +49.4641297
+0.0376522 +10.2811824 -12.3024612 +3.0030427 +18.1817673
-1.1108332 +12.7354854 +26.6588056 +0.5641057 +52.9120177
-0.3771692 +5.6284818 -33.7746465 +4.3853311 +44.6251171
-0.6234241 +16.6927898 +51.5855614 +1.1413277 +1.9286996
-1.1056177 +11.8077213 +14.6993510 -4.2001360 +41.9874254
-1.1068772 +13.3502828 +42.1344920 -7.4968325 +48.2132938
-0.3572876 +2.3714845 -32.0559423 -2.8958625 +46.3205413
-0.8463072 +18.5427265 +25.9284927 -3.8062923 +45.2952698
+0.1381054 +5.9729386 -13.9230824 +1.7620958 +8.1862596
+0.1913652 +14.0214283 +51.2639701 +0.6823334 +14.0995447
-0.4209463 +7.6607912 -9.4632037 +3.4727513 +16.7074655
-0.8849185 +6.4347740 -26.8368929 -0.1862836 +68.5016817
-0.3893263 +8.4679260 -36.8348710 +0.1747600 +45.3422550
-1.0523945 +15.1178814 +21.4991712 -1.8409648 +48.4261419
+0.3419467 +5.1903745 -14.4892643 +5.1315175 +9.5104304
+0.2637806 +6.6206640 -18.9844259 +3.5818318 +10.7583524
-0.5121741 +15.4293825 +48.0209753 +4.3169736 +12.1123370
+0.0669700 +6.1050806 -7.8593638 +3.8764463 +8.6393856
-0.0079621 +5.8907822 -9.7971634 +4.5572230 +13.5617029
-0.6552034 +3.2411032 -49.3858694 -2.4231844 +48.5297835
-0.3097302 +17.9666770 +42.2434341 +2.0301246 +14.3136276
+0.1449409 +9.9164921 -7.4376266 +3.5070793 +10.8859595
-1.0044215 +17.9564122 +37.1181255 -1.7779019 +45.0374340
-0.1900268 +2.6091323 -30.4216665 -0.5581241 +39.4412522
-1.2893641 +17.0531840 +24.6106314 -1.4199777 +49.9722199
+0.6410619 +7.7183605 -8.0089376 +4.7665580 +9.1627467
-1.1520642 +17.4806679 +42.3644348 +3.5158051 +9.8821261
+0.3267476 +4.4225727 -17.1142167 +5.0777395 +7.0929322
-0.9013471 +15.1593245 +24.2793023 -2.5071185 +42.8039990
-0.7817118 +3.6596013 -27.5611340 -0.1944243 +41.0746160
+0.0510255 +7.0938273 -8.8874360 +2.3659077 +5.8080378
-0.1448392 +14.7377227 +43.7097011 +5.7108629 +7.0262806
-0.2755948 +1.3871523 -36.5789703 +0.6174810 +55.0234784
-0.0974249 +0.4615862 -37.4709243 -2.9304476 +50.3351832
+0.0768480 +7.1556638 +0.8246933 +1.1441410 +10.1580053
-0.1808918 +3.3591150 -2.0146594 +4.2275253 +17.7418782
-0.4258084 +17.1153757 +62.8460269 +1.5978636 +10.4918488
-0.8699785 +2.9066841 -23.9109813 -4.0832826 +52.8603338
-1.2304397 +15.4089611 +11.1807165 -1.4610231 +32.9675807
-1.1630813 +16.6339222 +18.7609193 +0.6729974 +54.7609492
+0.4777915 +5.8522276 -10.8000839 +5.5192244 +13.7986778
-1.3434871 +13.4364357 +19.2869031 -2.6496926 +40.6936745
-0.1092192 +4.3777191 -15.0902693 +3.0885757 +1.6936837
